Team,Player,GP,AAG (Median),AAG (Mean),AAG% (Median),AAG% (Mean),REL (Median),REL (Mean),1.1 3/6,1.2 3/7,1.3 3/8,2.1 3/9,2.2 3/10,2.3 3/11,3.1 3/12,3.2 3/13,3.3 3/14,4.1 3/15,4.2 3/16,4.3 3/17,5.1 3/18,5.2 3/19,5.3 3/20,6.1 3/21,6.2 3/22,6.3 3/23,7.1 3/24,7.2 3/25,7.3 3/26,8.1 3/27,8.2 3/28,8.3 3/29,9.1 4/2,9.2 4/3,9.3 4/4,10.1 4/5,10.2 4/6,10.3 4/7,11.1 4/8,11.2 4/9,11.3 4/10,12.1 4/11,12.2 4/12,12.3 4/13,13.1 4/14,13.2 4/15,13.3 4/16,14.1 4/17,14.2 4/18,14.3 4/19,15.1 4/21,15.2 4/22,15.3 4/23
Freaks,@york,14,9,10,64%,71%,1.068,1.079,,,,,6471,,,7976,,,4867,,,5474,,,,8280,,,2550,,,8805,,,4122,,,5852,,,5554,,,5562,,,4019,,,7222,,,7460
Minors,@adrimtl10,3,1,1,33%,33%,0.939,0.949,,,,,,,,,,8089,,,,,,,,,,,,,,,,,,7238,,,,,,,,,,,,,,,,7942,
Minors,@baty,11,6,6,55%,55%,0.965,0.984,,5535,,7896,,,5172,,,7489,,,5310,,,7971,,,4557,,,8919,,,6092,,,5549,,,,6569,,,,,,,,,,,,,
Minors,@bojack,10,3,4,30%,40%,0.888,0.899,,6513,,7447,,,7063,,,7598,,,5479,,,,,,,,,,,,3396,,,6175,,,,,,,,,,5804,,,4977,,,5205,
Minors,@braden_,11,2,2,18%,18%,0.859,0.880,,5369,,6918,,,,,,,,,5864,,,8983,,,2328,,,6688,,,,,,7456,,,,3097,,,5657,,,4478,,,,,,7011,
Minors,@burning (Minors),2,1,1,50%,50%,0.935,0.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6074,,,,,,4154,,,,
Minors,@coby (Minors),7,6,6,86%,86%,1.079,1.105,,6297,,,,,6933,,,10262,,,7162,,,7121,,,5802,,,8657,,,,,,,,,,,,,,,,,,,,,,,
Minors,@darwin (@senga) (Minors),1,0,0,0%,0%,0.954,0.961,,,,7270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minors,@hardforbedard,8,4,4,50%,50%,0.935,0.959,,,,6888,,,6582,,,,,,,,,9111,,,,,,4833,,,,,,,,,,,,,6080,,,7056,,,3649,,,8146,
Minors,@max,15,11,11,73%,73%,1.040,1.062,,6003,,8629,,,4820,,,9567,,,6710,,,8188,,,4344,,,9296,,,6471,,,7033,,,,5766,,,6701,,,6261,,,5782,,,7970,
Minors,@pat (@paterik) (Minors),6,4,5,67%,83%,1.039,1.056,,,,,,,,,,,,,,,,,,,,,,,,,4470,,,6956,,,,5943,,,6288,,,5495,,,6233,,,,
Minors,@shenli,8,7,7,88%,88%,1.119,1.151,,,,,,,7734,,,9395,,,6744,,,7559,,,6305,,,9955,,,5992,,,,,,,5844,,,,,,,,,,,,,
Minors,@trylq,8,4,4,50%,50%,0.967,0.989,,3770,,,,,,,,,,,,,,,,,3802,,,,,,5712,,,,,,,5687,,,6011,,,5419,,,6966,,,8662,
Creamers,@cle (@deez),15,8,9,53%,60%,1.007,1.018,,6200,,,6051,,,7536,,,5016,,,,8975,,,7298,,,2171,,,8868,,,4829,,,5215,,,3582,,,5357,,,3732,,,7923,,9932,
Creamers,@glovee,7,6,6,86%,86%,1.060,1.074,,,,,,,,7722,,,4812,,,,9365,,,,,,,,,,,,,,,,,,4036,,,6307,,,,,,8165,,9482,
Creamers,@oldfriend99,11,6,8,55%,73%,1.026,1.036,,6530,,,6862,,,,,,,,,,9871,,,7565,,,3381,,,7811,,,5034,,,5069,,,3680,,,5626,,,3882,,,,,,
Creamers,@saquon,15,11,11,73%,73%,1.067,1.079,,5514,,,6193,,,8306,,,5153,,,,9382,,,8441,,,2542,,,8910,,,5250,,,6201,,,4791,,,5491,,,3744,,,8293,,9990,
Creamers,@sports6138,12,9,9,75%,75%,1.061,1.072,,6850,,,6531,,,6863,,,4868,,,,,,,7828,,,2603,,,8939,,,4384,,,6311,,,,,,,,,4997,,,7572,,10100,
Creamers,@verse,15,10,11,67%,73%,1.035,1.046,,6632,,,5812,,,8600,,,4954,,,,9595,,,7665,,,2929,,,8509,,,4270,,,5146,,,4146,,,5997,,,3863,,,7248,,9888,
Creamers,@znye,15,9,9,60%,60%,1.038,1.050,,6911,,,5889,,,8282,,,4091,,,,9776,,,8236,,,3013,,,9501,,,4424,,,5519,,,3449,,,5454,,,4070,,,7833,,9103,
Lean Team,@addison,6,1,1,17%,17%,0.887,0.894,,6704,,,4452,,,,,,,,5676,,,7234,,,,,,,,,3790,,,5929,,,,,,,,,,,,,,,,,
Lean Team,@bigk,15,9,10,60%,67%,1.006,1.031,,5693,,,5668,,5845,,,8405,,,6793,,,7298,,,4345,,,9159,,,5454,,,7646,,,6575,,,,6030,,,5561,,,5150,,,9715,
Lean Team,@cbd,12,6,7,50%,58%,0.982,1.005,,7562,,,3547,,6337,,,7474,,,,,,8077,,,,,,7473,,,5252,,,6556,,,7772,,,,,,,3259,,,5705,,,11297,
Lean Team,@dxvxn,15,13,13,87%,87%,1.102,1.130,,6902,,,6625,,6325,,,10976,,,5453,,,8337,,,4243,,,9507,,,5992,,,7960,,,7631,,,,6856,,,5880,,,5955,,,10227,
Lean Team,@emvpiid70,4,3,4,75%,100%,1.086,1.107,,,,,,,,,,,,,,,,,,,4898,,,,,,,,,,,,,,,,,,,6097,,,6433,,,9210,
Lean Team,@giannisisdaddy1,1,1,1,100%,100%,1.070,1.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6331,,,,,,,,,,
Lean Team,@heatloyalist,9,1,1,11%,11%,0.782,0.801,,4404,,,4703,,5991,,,7952,,,5941,,,5516,,,4636,,,6004,,,,,,,,,,,,,1757,,,,,,,,,,
Lean Team,@pnwsavant,13,7,9,54%,69%,1.037,1.067,,,,,6258,,6079,,,6082,,,5691,,,,,,4613,,,10061,,,5291,,,8632,,,8543,,,,6950,,,5275,,,5268,,,9230,
Lean Team,@thelankygerman,13,10,10,77%,77%,1.094,1.123,,,,,,,7951,,,8290,,,5217,,,8578,,,5667,,,10142,,,5551,,,8637,,,5647,,,,6111,,,7316,,,5597,,,10357,
Lean Team,@townes,2,1,1,50%,50%,0.855,0.896,,7269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3828,,,,,,,,,,,,,,
Empire ,@bobsburgers,15,9,9,60%,60%,1.033,1.047,,6058,,,6134,,,6759,,,,2832,,,9945,,,8199,,,2781,,,9855,,,5777,,,6209,,,3661,,,6375,,,2992,,6334,,,7427,
Empire ,@etan_,3,1,1,33%,33%,0.948,0.959,,,,,4420,,,,,,,,,,,,,,,,,,,,,,,,,6444,,,,,,,,,3767,,,,,,
Empire ,@fullofopps,2,0,0,0%,0%,0.674,0.680,,4515,,,,,,,,,,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empire ,@happy,8,3,3,38%,38%,0.934,0.947,,,,,,,,,,,,3160,,,8592,,,8016,,,,,,,,,4683,,,,,,3478,,,4794,,,,,4336,,,8138,
Empire ,@jameswyo,11,2,3,18%,27%,0.899,0.912,,4342,,,5583,,,6221,,,,,,,9065,,,6572,,,2217,,,8539,,,4312,,,5129,,,,,,4685,,,,,,,,8256,
Empire ,@kodyblu31,12,6,6,50%,50%,0.973,0.986,,4862,,,5417,,,7613,,,,2384,,,,,,7437,,,2942,,,,,,,,,6031,,,2669,,,6663,,,3994,,4652,,,10095,
Empire ,@luhsean56,6,2,2,33%,33%,0.854,0.870,,,,,,,,5002,,,,,,,5477,,,6363,,,2379,,,9275,,,,,,,,,,,,,,,,,5622,,,,
Empire ,@sebas,14,10,10,71%,71%,1.052,1.067,,6116,,,7082,,,7705,,,,3516,,,7506,,,6126,,,,,,10019,,,3819,,,6631,,,4741,,,7439,,,4181,,5722,,,9579,
Empire ,@thereturnofzlo,13,7,8,54%,62%,1.006,1.019,,,,,5606,,,5453,,,,3015,,,8023,,,,,,4327,,,7203,,,4859,,,6267,,,6363,,,5823,,,4005,,5440,,,8566,
Empire ,@zim,6,2,2,33%,33%,0.975,0.974,,4700,,,,,,,,,,,,,,,,,,,2631,,,9326,,,4755,,,,,,3942,,,,,,3771,,,,,,
Outlaws,@clarke (@member704148),7,2,3,29%,43%,0.852,0.866,,,,,,,,7171,,,,,6679,,,3886,,,4554,,,,,,,,,,,,,,,,,,,4572,,,4935,,,7342,
Outlaws,@deshaun4prison (Outlaws),11,7,8,64%,73%,1.062,1.096,,,,,,,,7249,,9173,,,,,,,,,4425,,,9470,,,5347,,,7474,,,8043,,,5960,,,,5016,,,4279,,,10591,
Outlaws,@gaston,15,10,12,67%,80%,1.072,1.100,,8048,,,6729,,,8289,,10364,,,7162,,,6588,,,3260,,,9113,,,5286,,,6126,,,8153,,,5957,,,,5560,,,5615,,,9388,
Outlaws,@goodbyesosoon,9,5,5,56%,56%,1.047,1.071,,7505,,,4394,,,7706,,,,,5670,,,10375,,,,,,6212,,,,,,6129,,,,,,,,,,,,,5796,,,12181,
Outlaws,@itzneallol,15,6,6,40%,40%,0.904,0.928,,4568,,,4853,,,5556,,8878,,,5852,,,5826,,,5636,,,4927,,,5573,,,7899,,,8261,,,4211,,,,4782,,,5055,,,7253,
Outlaws,@lehkyforselke,13,7,8,54%,62%,1.025,1.052,,8216,,,6527,,,6903,,8282,,,7752,,,11002,,,4986,,,7748,,,5555,,,6995,,,6761,,,1404,,,,4061,,,,,,,
Outlaws,@longganisa (@rich.brian) (Outlaws),2,2,2,100%,100%,1.134,1.144,,7180,,,6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outlaws,@prove,14,6,6,43%,43%,0.956,0.982,,4591,,,5392,,,,,8436,,,7453,,,6231,,,4872,,,9213,,,3928,,,5953,,,6130,,,5610,,,,5647,,,4361,,,9562,
Outlaws,@ssuco,1,1,1,100%,100%,1.044,1.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4855,,,,,,,,,,,
Outlaws,@wood,3,1,1,33%,33%,0.901,0.936,,,,,,,,,,9235,,,,,,,,,,,,,,,4725,,,,,,4837,,,,,,,,,,,,,,
KOCK,@arttheclown_ (KOCK),12,11,11,92%,92%,1.093,1.106,,,,,,,,,,,,3412,,,10208,,,8314,,,2203,,,8523,,,5864,,,6603,,,4508,,,6350,,5806,,,5525,,,10259,
KOCK,@bg_15 (@adames) (KOCK),6,1,1,17%,17%,0.862,0.875,,,,,,,,,,,,2256,,,,,,,,,2629,,,6715,,,,,,,,,,,,,,4355,,,3914,,,9630,
KOCK,@bos,2,0,0,0%,0%,0.796,0.822,,4707,,,,,,,6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOCK,@croger,14,10,10,71%,71%,1.062,1.077,,6714,,,4727,,,,6979,,,3339,,,9560,,,7894,,,2487,,,9831,,,5850,,,5943,,,6061,,,6389,,5980,,,4414,,,,
KOCK,@devincooker,14,4,5,29%,36%,0.902,0.916,,6303,,,4420,,,,5970,,,2419,,,6979,,,6729,,,572,,,8098,,,5290,,,5388,,,4511,,,5969,,5215,,,,,,9299,
KOCK,@ederick2442,15,14,14,93%,93%,1.126,1.144,,7435,,,5328,,,,9773,,,3830,,,9235,,,8138,,,3110,,,8880,,,5682,,,7129,,,4640,,,6011,,5814,,,6375,,,10608,
KOCK,@fernando,12,4,4,33%,33%,0.941,0.954,,7161,,,,,,,6114,,,3374,,,7933,,,7782,,,2287,,,7742,,,4003,,,4960,,,3729,,,5221,,5989,,,,,,,
KOCK,@kyleteel,1,1,1,100%,100%,1.147,1.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5762,,,,
KOCK,@marte,2,0,0,0%,0%,0.741,0.760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3695,,,,,,,,7471,
KOCK,@ow3n1,2,0,0,0%,0%,0.858,0.890,,,,,5200,,,,6274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOCK,@rockymountain (@mrwashed),8,1,1,13%,13%,0.759,0.768,,,,,5006,,,,,,,,,,8010,,,4056,,,,,,,,,5384,,,4836,,,3124,,,,,,,,1440,,,7010,
KOCK,@trevq3 (KOCK),2,0,0,0%,0%,0.957,0.966,,5999,,,5335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gamblers,@dex,6,3,3,50%,50%,0.967,0.971,,6206,,,3889,,,,,,,,,,,9129,,,3227,,,,,,,,,6203,,,,,,,,,,,,,5934,,,,
Gamblers,@dogger,2,1,2,50%,100%,1.029,1.039,,,,,,,,7120,,,4735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gamblers,@doggy,15,9,10,60%,67%,1.012,1.040,,6855,,,5535,,,8261,,,4025,,6171,,,6813,,,4565,,,8347,,,5551,,,7349,,,6956,,,4986,,,3101,,,,3949,,,9912,
Gamblers,@michael.carter.ll,11,7,8,64%,73%,1.089,1.128,,5950,,,6765,,,,,,2693,,5770,,,,,,,,,9773,,,5338,,,,,,7825,,,5749,,,4168,,,,5889,,,11013,
Gamblers,@nyc,15,8,7,53%,47%,0.922,0.947,,5409,,,6232,,,5033,,,4563,,6960,,,5659,,,2974,,,5639,,,4533,,,6648,,,7320,,,5056,,,3013,,,,4899,,,10171,
Gamblers,@rzk__ (@rzk) (Gamblers),14,9,10,64%,71%,1.100,1.131,,,,,6700,,,8783,,,4740,,5557,,,7254,,,5333,,,8276,,,4418,,,8436,,,7976,,,5688,,,2417,,,,6960,,,11015,
Gamblers,@shabddd,13,3,6,23%,46%,0.967,0.997,,5558,,,,,,5587,,,,,5815,,,7658,,,5318,,,7420,,,6001,,,6327,,,6555,,,4561,,,4352,,,,4154,,,9345,
Gamblers,@_turner,14,5,7,36%,50%,0.977,1.004,,7858,,,5607,,,5431,,,3983,,8114,,,7075,,,4566,,,8331,,,4767,,,7111,,,4787,,,4305,,,2048,,,,,,,10232,
Voyage ,@anthonyedwardsisgood,3,0,0,0%,0%,0.894,0.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3802,,5586,,,,,,4120,,,,
Voyage ,@bmannn (Voyage),1,1,1,100%,100%,1.488,1.488,,,,,,,,,,,,,,,,,,,,,4021,,,,,,,,,,,,,,,,,,,,,,,,
Voyage ,@dracula (@draculas) (Voyage),5,0,1,0%,20%,0.911,0.918,,,,,,,,,,,,,,,,,,6586,,,2610,,,7949,,,3616,,,5914,,,,,,,,,,,,,,,
Voyage ,@frylock (Voyage),4,0,0,0%,0%,0.752,0.756,,5256,,,,3308,,,,,,2370,,,6152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voyage ,@glo (@cywebb or 10 other usernames),14,1,3,7%,21%,0.858,0.870,,7480,,,,3978,,,5028,,,1532,,,6755,,,5246,,,1628,,,8390,,,4451,,,,,,3915,,5783,,,5425,,,4605,,,7725,
Voyage ,@huts,15,8,8,53%,53%,0.988,1.002,,4426,,,,4942,,,6575,,,2415,,,7054,,,7854,,,4199,,,7967,,,4995,,,5661,,,5165,,5982,,,5621,,,4791,,,11083,
Voyage ,@justakidfromakron23 (Voyage),7,0,0,0%,0%,0.821,0.836,,5970,,,,4389,,,5693,,,2410,,,6391,,,6958,,,,,,6486,,,,,,,,,,,,,,,,,,,,,
Voyage ,@knightnate12 (Voyage),7,3,3,43%,43%,0.958,0.967,,,,,,,,,,,,,,,,,,,,,,,,,,,4337,,,7253,,,5133,,5017,,,3978,,,5155,,,7882,
Voyage ,@mpls (Voyage),3,0,1,0%,33%,0.770,0.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3774,,,2227,,,9380,
Voyage ,@relaxedp (Voyage),1,1,1,100%,100%,1.164,1.198,,,,,,,,,,,,,,,10323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voyage ,@sammy (@sammybammy) (Voyage),6,2,2,33%,33%,0.830,0.838,,,,,,,,,,,,,,,,,,,,,,,,,,,3616,,,4993,,,3978,,-192,,,5537,,,,,,11493,
Voyage ,@shot (Voyage),3,0,0,0%,0%,0.849,0.860,,5249,,,,3159,,,7295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voyage ,@toasty (Voyage),5,0,0,0%,0%,0.831,0.837,,,,,,4564,,,6270,,,2036,,,,,,,,,,,,,,,4186,,,4377,,,,,,,,,,,,,,,
Voyage ,@twistex,13,2,3,15%,23%,0.872,0.890,,4821,,,,,,,6417,,,3139,,,5711,,,7740,,,2699,,,6559,,,,,,5058,,,3719,,5516,,,5494,,,4646,,,8924,
Voyage ,@xxyn (Voyage),3,0,1,0%,33%,0.938,0.953,,,,,,,,,,,,,,,,,,7689,,,1810,,,8197,,,,,,,,,,,,,,,,,,,,,
Penguins,@bg_15 (@adames) (Penguins),2,0,0,0%,0%,0.965,0.965,,6036,,,,,,,,,4113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penguins,@cjstroud777,2,0,0,0%,0%,0.708,0.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2589,,,,6349,
Penguins,@codybellinger,7,1,1,14%,14%,0.861,0.877,,,,,,,,6191,,,3510,,,,,6440,,,,,,,,,,,,5943,,,4912,,,,,,,,,4523,,,,7446,
Penguins,@floyd (Penguins),1,0,0,0%,0%,0.379,0.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976,,,,,,,,
Penguins,@khys9575 (Penguins),8,4,4,50%,50%,1.002,1.027,,6884,,,4659,,,6722,,,3212,,,4510,,8818,,,4560,,,9948,,,,,,,,,,,,,,,,,,,,,,,
Penguins,@ngasilver (@silver) (Penguins),3,0,0,0%,0%,0.324,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1446,,,2096,,,999,,,,,,,,
Penguins,@owens (@owencooks),10,3,3,30%,30%,0.653,0.671,,,,,,,,,,,,,,2625,,9131,,,2810,,,1710,,,5785,,,3814,,,,,,3470,,,2918,,,1158,,,,4267,
Penguins,@rzk__ (@rzk) (Penguins),1,1,1,100%,100%,1.093,1.100,,6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penguins,@scottie,14,8,8,57%,57%,1.017,1.047,,,,,5423,,,7289,,,4721,,,5476,,7200,,,5289,,,7216,,,6997,,,5874,,,7488,,,5230,,,2233,,,2829,,,,9783,
Penguins,@turbo,1,0,0,0%,0%,0.719,0.728,,,,,4056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penguins,@vincent_,6,3,4,50%,67%,1.019,1.052,,,,,4144,,,7992,,,,,,,,10312,,,3826,,,8097,,,5505,,,,,,,,,,,,,,,,,,,,
Penguins,@washedkarmagrinder (@zero),11,6,6,55%,55%,0.924,0.958,,2515,,,,,,,,,,,,6624,,,,,3511,,,5963,,,7339,,,8673,,,3182,,,3929,,,3064,,,3633,,,,9782,
Penguins,@zik,15,8,9,53%,60%,0.990,1.017,,6755,,,3436,,,7541,,,4123,,,5303,,10488,,,4456,,,8670,,,6277,,,5391,,,5550,,,5134,,,3111,,,2708,,,,8021,
Penguins,@zupacam,9,6,6,67%,67%,0.958,0.980,,7140,,,6054,,,7572,,,3080,,,5659,,,,,,,,,,,3197,,,6956,,,5068,,,4915,,,,,,,,,,,
Diabetics,@canada,2,2,2,100%,100%,1.119,1.124,,,11256,,,5759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetics,@chittum,15,12,13,80%,87%,1.150,1.172,,,11694,,,5756,,,10141,,,3199,,,9947,,,9385,,,3093,,,8449,,,4400,,,5490,,6763,,,8379,,,6045,,,6287,,,10950,
Diabetics,@etienne,15,14,14,93%,93%,1.134,1.155,,,12353,,,4974,,,10083,,,3154,,,10054,,,8994,,,3124,,,7834,,,5049,,,6678,,7132,,,7707,,,5644,,,6011,,,9666,
